"","1","2","3","4","5","6","7","8","9"
"device vocabulary",0,0,0,0,0,0,0,0,1
"device web",1,0,0,0,0,0,0,0,0
"device’s album",0,0,0,0,0,1,0,0,0
"device’s camera",0,0,0,0,0,0,0,1,0
"devices expensive",0,0,1,0,0,0,0,0,0
"devices pack",0,0,1,0,0,0,0,0,0
"devices quick",0,0,0,0,0,0,1,0,0
"devices reviews",0,0,0,0,0,0,0,1,0
"devices software",0,0,0,0,0,0,0,0,1
"devices words",0,0,0,1,0,0,0,0,0
"devices workspace",0,0,0,0,1,0,0,0,0
"devoid feelings",0,0,0,0,0,0,0,0,1
"diagnoses impair",1,0,0,0,0,0,0,0,0
"dialect communications",0,0,0,0,0,1,0,0,0
"die care",0,0,0,0,0,0,0,0,1
"die shocked",0,0,0,0,0,0,0,0,1
"died parents",0,0,0,0,0,0,0,0,1
"difference peoples",0,0,1,0,0,0,0,0,0
"difficult obstacle",0,0,0,0,0,0,0,0,1
"difficult people",0,0,0,0,0,0,0,0,1
"difficult processing",0,0,0,0,0,0,0,0,1
"difficulties communicate",0,0,0,0,0,0,1,0,0
"difficulties english",0,1,0,0,0,0,0,0,0
"difficulties express",1,0,0,0,0,0,0,0,0
"difficulties people",0,0,0,0,0,0,0,0,1
"difficulties pressure",0,0,0,0,0,0,0,0,1
"difficulties quick",0,0,0,0,0,0,1,0,0
"difficulties suitable",0,0,0,0,0,0,0,0,1
"difficulty natural",0,0,0,1,0,0,0,0,0
"digital scribbler",0,0,2,0,0,0,0,0,0
"digital technology",0,0,0,0,0,0,0,0,5
"dignity bet",0,0,0,0,0,0,0,0,1
"dimmer background",0,0,0,0,0,1,0,0,0
"dining answer",0,0,0,0,1,0,0,0,0
"directing clinical",0,0,0,0,0,0,0,0,1
"directly community",0,1,0,0,0,0,0,0,0
"directly popular",1,0,0,0,0,0,0,0,0
"disabilities classroom",0,0,0,0,1,0,0,0,0
"disabilities complex",0,0,0,0,0,0,0,0,1
"disabilities helps",0,0,0,0,0,0,0,0,1
"disabilities meet",0,0,0,0,0,0,0,0,1
"disabilities opinion",0,0,0,0,1,0,0,0,0
"disabilities people",0,0,0,0,0,0,0,0,1
"disabilities physical",0,0,0,0,1,0,0,0,0
"disabilities promote",0,0,0,0,0,0,0,0,1
"disabilities school",0,0,0,0,1,0,0,0,0
"disabilities social",0,0,0,0,0,0,0,0,1
"disabilities speech",0,0,0,0,1,1,0,0,0
"disabilities students",0,0,0,0,2,0,0,0,0
"disability accept",0,0,0,0,0,0,0,0,1
"disability life",0,0,0,0,0,1,0,0,0
"disabled found",0,0,0,0,0,1,0,0,0
"disabled son",0,0,0,0,0,1,0,0,0
"disabled woman",0,0,0,0,0,1,0,0,0
"disapears allowing",0,0,0,0,1,0,0,0,0
"disappear lego",0,0,0,0,0,0,0,0,1
"disappointed purchase",0,0,0,0,0,0,0,1,0
"disbelief confused",0,0,0,0,0,0,0,0,1
"discord constructing",0,0,0,0,0,1,0,0,0
"discourage real",0,0,0,0,0,0,0,0,1
"discourse active",0,0,0,0,0,0,0,0,1
"discovered true",0,0,0,0,0,0,0,0,1
"discreet social",0,0,0,0,0,0,0,0,1
"discussions politics",0,0,0,0,0,0,0,0,1
"dismay happen",0,0,0,0,0,1,0,0,0
"dismissal abuse",0,0,0,0,0,0,0,0,1
"disorders valuable",0,0,0,0,0,0,0,0,1
"display bar",0,0,0,0,0,0,0,1,0
"display page",0,0,0,1,0,0,0,0,0
"disregarded discovered",0,0,0,0,0,0,0,0,1
"diverse user",0,0,0,0,1,0,0,0,0
"diversity literacy",0,0,0,0,0,0,0,0,1
"divided buttons",0,0,0,1,0,0,0,0,0
"djs vjs",0,0,0,0,1,0,0,0,0
"do.young adults",0,0,0,0,0,0,0,0,1
"doctors treated",0,0,0,0,0,0,0,0,1
"doesn’t frustrated",0,0,0,0,0,1,0,0,0
"dog dreaming",0,0,0,0,0,0,0,0,1
"don’t loose",0,0,0,0,0,1,0,0,0
"don’t tc",0,0,0,0,0,0,0,0,1
"door collect",0,0,0,0,0,0,0,0,1
"doors communication",0,0,0,0,2,0,0,0,0
"double whammy",0,0,0,0,0,1,0,0,0
"download photos",1,0,0,0,0,0,0,0,0
"download standard",1,0,0,0,0,0,0,0,0
"downloadable natural",0,1,0,0,0,0,0,0,0
"downloaded concept",0,0,0,0,1,0,0,0,0
"downloaded loved",0,0,0,0,1,0,0,0,0
"downsides 1",0,0,0,0,1,0,0,0,0
"drag drop",1,0,0,0,0,0,0,0,0
"dragging desired",0,0,0,1,0,0,0,0,0
"dramatically decrease",1,0,0,0,0,0,0,0,0
"drastically makes",0,0,0,0,0,0,0,1,0
"drawback deal",0,0,0,0,0,0,0,1,0
"drawings testing",0,0,0,0,1,0,0,0,0
"drawings users",0,0,0,0,1,0,0,0,0
"dream build",0,0,1,0,0,0,0,0,0
"dream true",0,0,0,0,1,0,0,0,0
"dreamed creating",0,0,1,0,0,0,0,0,0
"dreaming longed",0,0,0,0,0,0,0,0,1
"dreams hope",0,0,0,0,0,0,0,0,1
"drifted person",0,0,0,0,0,0,0,0,1
"drill repeat",0,0,0,0,0,1,0,0,0
"drink buttons",0,0,0,0,0,0,0,0,1
"drink juice",0,0,0,0,0,0,0,0,1
"drives crazy",0,0,0,0,0,1,0,0,0
"drop arrangement",1,0,0,0,0,0,0,0,0
"dropbox simply",0,0,0,0,1,0,0,0,0
"dropped missing",0,0,0,0,1,0,0,0,0
"drove home",0,0,0,0,0,0,0,0,1
"due lack",0,0,0,0,0,0,0,0,1
"due pandemic",0,0,0,0,0,0,0,0,1
"due speech",0,0,0,0,0,0,0,0,1
"duped communicators",0,0,0,0,0,0,0,0,1
"dutch supports",0,1,0,0,0,0,0,0,0
"dwell time",0,0,0,1,0,0,0,0,0
"dwelling cell",0,0,0,0,1,0,0,0,0
"dynamic tool",0,0,0,0,0,0,0,0,1
"earned expensive",0,0,0,0,1,0,0,0,0
"ease grid",0,0,0,0,0,1,0,0,0
"ease time",1,0,0,0,0,0,0,0,0
"easier access",0,0,0,0,0,0,1,0,0
"easier communication",0,0,0,0,0,0,0,0,1
"easier creating",0,0,0,0,1,0,0,0,0
"easier modify",0,0,0,0,1,0,0,0,0
"easier novice",0,0,0,0,1,0,0,0,0
"easier program",0,0,0,0,2,0,0,0,0
"easier smiling",0,0,0,0,0,0,1,0,0
"easier students",0,0,0,0,0,0,0,1,0
"easily add",0,1,0,0,0,0,0,0,0
"easily learn",0,0,0,0,1,0,0,0,0
"easily profiles",0,0,1,0,0,0,0,0,0
"easily rearranged",0,0,0,1,0,0,0,0,0
"easily training",0,0,0,0,0,0,1,0,0
"easily typing",0,0,0,0,1,0,0,0,0
"easy access",0,1,0,0,0,0,0,0,0
"easy communication",0,1,0,0,0,0,0,0,0
"easy convince",0,0,0,0,1,0,0,0,0
"easy countless",0,0,0,0,2,0,0,0,0
"easy customize",1,0,0,0,0,0,0,0,0
"easy design",0,0,1,0,0,0,0,0,0
"easy designed",0,0,0,0,1,0,0,0,0
"easy editing",0,1,0,0,0,0,0,0,0
"easy family",0,0,0,0,1,0,0,0,0
"easy fast",0,0,0,0,1,0,0,0,0
"easy hang",0,0,0,0,0,1,0,0,0
"easy icon",0,0,0,0,0,0,0,1,0
"easy navigate",0,0,1,0,0,1,0,0,0
"easy navigation",0,0,1,0,0,0,0,0,0
"easy program",0,0,0,0,0,1,0,0,0
"easy set",0,0,0,0,2,0,0,0,0
"easy teach",0,0,0,0,1,0,0,0,0
"easy understand",0,1,0,0,0,0,0,0,0
"eat button",0,0,0,0,0,0,0,1,0
"eat drink",0,0,0,0,0,0,0,0,1
"eat guys",0,0,0,0,0,0,0,0,1
"economy human",0,0,0,0,0,0,0,0,1
"ed students",0,0,0,0,1,0,0,0,0
"edit makes",0,0,0,0,1,0,0,0,0
"edit meet",0,0,0,0,1,0,0,0,0
"edit page",0,0,0,0,0,0,1,0,0
"edit pages",0,0,0,0,0,0,1,0,0
"editing customizing",0,1,0,0,0,0,0,0,0
"editor unable",0,0,0,0,0,0,0,1,0
"educated supported",0,0,0,0,0,0,0,0,1
"educating rights",0,0,0,0,0,0,0,0,1
"education serving",0,0,0,0,1,0,0,0,0
"education software’s",0,0,0,0,0,0,0,0,1
"education students",0,0,0,0,0,0,0,1,0
"educational settings",0,0,0,0,0,0,0,0,1
"educators individuals",0,0,1,0,0,0,0,0,0
"educators therapists",0,0,1,0,0,0,0,0,0
"effecting clients",0,0,0,0,0,0,0,0,1
"effective cool",1,0,0,0,0,0,0,0,0
"effectively connect",0,1,0,0,0,0,0,0,0
"effectively individuals",0,0,1,0,0,0,0,0,0
"electronic circuits",0,0,0,0,0,0,0,0,1
"electronic custom",0,0,0,0,0,0,0,0,1
"email simple",0,0,0,1,0,0,0,0,0
"email suggestions",0,0,1,0,0,0,0,0,0
"email texts",1,0,0,0,0,0,0,0,0
"embedded society",0,0,0,0,0,0,0,0,1
"emotional psychological",0,0,0,0,0,0,0,0,1
"emotions desires",0,0,0,0,0,0,0,0,1
"enable communicators",0,0,0,0,0,0,0,0,1
"enable faster",0,0,0,0,1,0,0,0,0
"enable modeling",1,0,0,0,0,0,0,0,0
"enables 100",1,0,0,0,0,0,0,0,0
"enables aware",0,0,0,0,0,0,0,0,1
"enables users",0,0,0,1,0,0,0,0,0
"enabling connect",0,0,0,0,0,0,0,0,1
"encoding categorize",1,0,0,0,0,0,0,0,0
"encountered times",0,0,0,0,1,0,0,0,0
"endless loop",0,0,0,0,1,0,0,0,0
"engage conversations",0,0,0,0,0,0,1,0,1
"engage digital",0,0,0,0,0,0,0,0,1
"engage social",0,0,0,0,0,0,0,0,1
"engage that’s",0,0,0,0,0,0,0,0,1
"engagement result",0,0,0,0,0,0,0,0,1
"engages learning",0,0,0,0,2,0,0,0,0
"engaging conversations",0,0,0,0,0,0,1,0,0
"engaging social",0,0,0,0,0,0,0,0,1
"engineers parents",0,0,1,0,0,0,0,0,0
"english british",0,0,0,1,0,0,0,0,0
"english spanish",1,1,0,0,0,0,0,0,0
"english synthesized",0,0,0,1,0,0,0,0,0
"enjoys weekend",0,0,0,0,1,0,0,0,0
"enlarge gigantic",0,0,0,0,0,0,0,0,1
"enormous compassion",0,0,0,0,0,0,0,0,1
"enrich social",0,0,0,0,0,0,0,0,1
"enriching friendships",0,0,0,0,0,0,0,0,1
"enroll erf",1,0,0,0,0,0,0,0,0
"entire family's",0,0,0,0,0,0,0,0,1
"entities copyright",0,0,0,0,1,0,0,0,0
"entombed seemingly",0,0,0,0,0,0,0,0,1
"environment concept",0,0,0,0,1,0,0,0,0
"environment enable",0,0,0,0,1,0,0,0,0
"environment huge",0,0,1,0,0,0,0,0,0
"environment individual",0,0,0,1,0,0,0,0,0
"environment matter",0,0,0,0,1,0,0,0,0
"environment social",0,0,0,0,0,0,0,0,1
"equip verbal",0,0,1,0,0,0,0,0,0
"erf asn",1,0,0,0,0,0,0,0,0
"error we’re",0,0,0,0,0,0,0,0,1
"essence purchases",0,0,0,1,0,0,0,0,0
"essential life",0,0,0,0,0,0,1,0,0
"essentially grieving",0,0,0,0,0,0,0,0,1
"essentially verbal",0,0,0,0,0,1,0,0,0
"establishing maintaining",0,0,0,0,0,0,0,0,1
"establishing relationship",0,0,0,0,0,0,0,0,1
"establishing social",0,0,0,0,0,0,0,0,1
"evaluate teachers",0,0,0,0,1,0,0,0,0
"event communicate",0,0,0,0,1,0,0,0,0
"eventually fail",0,0,0,0,0,0,0,0,1
"eventually lost",0,0,0,0,0,0,0,0,1
"eventually talk",0,0,0,0,0,1,0,0,0
"everyday lives",0,0,0,0,0,0,0,0,1
"evidence data",0,0,0,0,0,0,0,0,1
"evident communicating",0,0,0,0,0,0,0,0,1
"evolution technology",0,0,0,0,0,0,0,0,1
"evolved discussions",0,0,0,0,0,0,0,0,1
"evolving rapidly",0,0,0,0,0,0,0,0,1
"ewell digital",0,0,1,0,0,0,0,0,0
"exacerbates tics",0,0,0,0,0,1,0,0,0
"exact voice",0,0,0,0,0,1,0,0,0
"examble buy",0,0,0,0,1,0,0,0,0
"examine opportunities",0,0,0,0,0,0,0,0,1
"excellent questions",0,0,0,0,1,0,0,0,0
"excellent space",0,0,0,0,0,0,0,0,1
"excellent tool",0,0,0,0,1,0,0,0,0
"excited completely",0,0,1,0,0,0,0,0,0
"excited control",0,0,0,0,1,0,0,0,0
"exciting overwhelming",0,0,0,0,0,0,0,0,1
"exhilarating frustrating",0,0,0,0,0,0,0,0,1
"existed dark",0,0,0,0,0,0,0,0,1
"existence tortured",0,0,0,0,0,0,0,0,1
"exists toddler",0,0,0,0,0,1,0,0,0
"exists uk",0,0,0,0,0,0,0,0,1
"expand buttons",0,0,0,0,0,0,0,0,1
"expand communication",0,0,0,0,0,0,0,0,1
"expand fill",0,0,0,1,0,0,0,0,0
"expand options",0,0,1,0,0,0,0,0,0
"expanded vocabulary",0,0,0,0,0,0,0,0,1
"expands easy",0,1,0,0,0,0,0,0,0
"expansive love",0,0,0,0,0,1,0,0,0
"expected disregarded",0,0,0,0,0,0,0,0,1
"expected martin",0,0,0,0,0,0,0,0,1
"expecting die",0,0,0,0,0,0,0,0,1
"expensive compared",0,0,0,0,0,1,0,0,0
"expensive complicated",0,0,1,0,0,0,0,0,0
"expensive dangerous",0,0,0,0,1,0,0,0,0
"expensive dedicated",0,0,0,1,0,0,0,0,0
"expensive perfect",0,0,0,0,1,0,0,0,0
"experience students",0,0,0,0,0,0,1,0,0
"experienced typists",0,1,0,0,0,0,0,0,0
"experiences caregivers",0,0,0,0,0,0,0,0,1
"experiences exists",0,0,0,0,0,0,0,0,1
"experimented found",0,0,0,0,1,0,0,0,0
"experimenting time",1,0,0,0,0,0,0,0,0
"expert advice",0,0,0,0,0,0,0,0,1
"experts augmentative",0,0,0,0,0,0,0,0,1
"experts frowned",0,0,0,0,0,0,0,0,1
"experts speech",0,0,1,0,0,0,0,0,0
"explore love",0,0,0,0,1,0,0,0,0
"explore opportunity",0,0,0,0,0,0,0,0,1
"explore social",0,0,0,0,0,0,0,0,1
"exploring regard",0,0,0,0,0,0,0,0,1
"exported computer",0,0,0,1,0,0,0,0,0
"exposed social",0,0,0,0,0,0,0,0,1
"express desires",1,0,0,0,0,0,0,0,0
"express feelings",0,0,0,0,1,0,0,0,0
"express humour",0,0,0,0,0,0,0,0,1
"express words",0,0,0,0,0,0,0,0,1
"expressing desires",0,0,0,0,0,0,0,0,1
"expressing independence",0,0,0,0,0,0,0,0,1
"expressing wishes",0,0,0,0,0,0,0,0,1
"expression communication",0,0,0,0,0,0,0,0,1
"expression users",0,0,0,0,0,0,0,0,1
"expressive skills",0,0,0,0,0,0,1,0,0
"extra clicking",0,0,0,0,1,0,0,0,0
"extra programming",0,0,0,0,0,0,0,1,0
"extra requested",0,0,0,0,0,0,1,0,0
"extras 6",0,0,0,0,0,0,1,0,0
"extreme amount",0,0,0,0,0,0,1,0,0
"extremely limited",0,0,0,0,0,0,0,0,1
"extremely revolutionizes",0,0,0,0,1,0,0,0,0
"extremely versatile",0,0,0,0,0,1,0,0,0
"eye contact",0,0,0,0,0,0,0,0,1
"eye gaze",0,0,0,0,2,0,0,0,0
"eye wink",0,0,0,0,1,0,0,0,0
"eyes communicate",0,0,0,0,0,0,0,0,1
"eyes dwelling",0,0,0,0,1,0,0,0,0
"eyes exacerbates",0,0,0,0,0,1,0,0,0
"fabulous idea",0,0,0,0,0,0,0,0,1
"facebook instagram",0,0,0,0,0,0,0,0,1
"facebook page",0,0,0,0,1,0,0,0,0
"facebook questions",0,1,0,0,0,0,0,0,0
"facebook twitter",0,0,0,1,0,0,0,0,1
"facebook users",0,0,0,0,0,1,0,0,0
"faced time",0,0,0,0,0,0,0,0,1
"facetime integrate",1,0,0,0,0,0,0,0,0
"facets defined",0,0,0,0,0,0,0,0,1
"facilitated communication",0,0,0,0,1,0,0,0,0
"facilitates experience",0,0,0,0,0,0,1,0,0
"facilitates natural",0,0,0,0,0,0,1,0,0
"facilitator's earned",0,0,0,0,1,0,0,0,0
"facilities families",0,0,0,0,1,0,0,0,0
"fade write",0,0,0,0,0,0,1,0,0
"faded memory",0,0,0,0,0,0,0,0,1
"fail test",0,0,0,0,0,0,0,0,1
"failed notice",0,0,0,0,0,0,0,0,1
"fairly delight",0,0,0,0,0,1,0,0,0
"familiar explore",0,0,0,0,0,0,0,0,1
"families friends",0,0,0,0,0,0,0,0,1
"families purchase",0,0,0,0,1,0,0,0,0
"family's lives",0,0,0,0,0,0,0,0,1
"family 2022",0,0,0,0,0,0,0,0,1
"family contact",0,0,0,0,1,0,0,0,0
"family culture",0,0,0,0,0,0,0,0,1
"family easily",0,0,0,0,1,0,0,0,0
"family friendly",1,0,0,0,0,0,0,0,0
"family friends",0,0,0,0,1,0,0,0,0
"family miss",0,0,0,0,0,0,0,0,1
"family patients",0,0,0,0,1,0,0,0,0
"family professional",1,0,0,0,0,0,0,0,0
"family societal",0,0,0,0,0,0,0,0,1
"family teachers",1,0,0,0,0,0,0,0,0
"fantasies ants",0,0,0,0,0,0,0,0,1
"fantasies hoped",0,0,0,0,0,0,0,0,1
"fantastic fabulous",0,0,0,0,0,0,0,0,1
"farther light",0,0,0,0,0,0,0,0,1
"fast food",0,0,0,0,0,1,0,0,0
"fast friends",0,0,0,0,1,0,0,0,0
"faster allowing",0,0,0,0,0,0,1,0,0
"faster author",0,0,0,0,1,0,0,0,0
"faster authoring",0,0,0,0,1,0,0,0,0
"father heated",0,0,0,0,0,0,0,0,1
"father walk",0,0,0,0,0,0,0,0,1
"favorite foods",0,0,0,0,1,0,0,0,0
"favorite movies",0,0,0,0,1,0,0,0,0
"favorite snacks",0,0,0,0,0,1,0,0,0
"favorite words",0,0,1,0,0,0,0,0,0
"fear bluntly",0,0,0,0,0,0,0,0,1
"feature enables",0,0,0,1,0,0,0,0,0
"feature person",0,0,0,1,0,0,0,0,0
"feature save",0,0,1,0,0,0,0,0,0
"feature simply",0,0,0,1,0,0,0,0,0
"featured communication",0,0,0,1,0,0,0,0,0
"features customize",1,0,0,0,0,0,0,0,0
"features easier",0,0,0,0,1,0,0,0,0
"features easy",0,0,1,0,0,0,0,0,0
"features keeping",0,0,1,0,0,0,0,0,0
"features learning",0,0,0,0,1,0,0,0,0
"features mobile",1,0,0,0,0,0,0,0,0
"features perfect",0,0,0,0,1,0,0,0,0
"features previously",0,0,0,1,0,0,0,0,0
"features visual",1,0,0,0,0,0,0,0,0
"featuring natural",0,1,0,0,0,0,0,0,0
"fee communicate",0,0,1,0,0,0,0,0,0
"fee workspace",0,0,0,0,1,0,0,0,0
"feedback downsides",0,0,0,0,1,0,0,0,0
"feedback key",0,0,1,0,0,0,0,0,0
"feel alienated",0,0,0,0,0,0,0,0,1
"feel anxious",0,0,0,0,0,0,0,0,1
"feel belong",0,0,0,0,0,0,0,0,1
"feel feelings",0,0,0,0,0,0,0,0,1
"feel hands",0,0,0,0,0,0,0,0,1
"feel included",0,0,0,0,0,0,0,0,1
"feel inhibited",0,0,0,0,0,0,0,0,1
"feel learn",0,0,0,0,0,0,0,0,1
"feel loud",0,0,0,0,0,1,0,0,0
"feel time",0,0,0,0,0,0,0,0,1
"feel worthy",0,0,0,0,0,0,0,0,1
"feeling existence",0,0,0,0,0,0,0,0,1
"feeling utter",0,0,0,0,0,0,0,0,1
"feelings eat",0,0,0,0,0,0,0,0,1
"feelings favorite",0,0,0,0,1,0,0,0,0
"feelings people",0,0,0,0,0,0,0,0,1
"fell love",0,0,0,0,0,0,0,0,1
"female typing",0,0,1,0,0,0,0,0,0
"field images",0,0,0,0,1,0,0,0,0
"field pain",0,0,0,0,0,0,1,0,0
"field providing",0,0,0,0,1,0,0,0,0
"fields adding",0,0,0,0,0,0,1,0,0
"fields crashes",0,0,0,0,0,0,1,0,0
"fields creating",0,0,0,0,0,0,1,0,0
"fight hurt",0,0,0,0,0,0,0,0,1
"figure add",0,0,0,0,0,1,0,0,0
"figure communicate",0,0,0,0,0,1,0,0,0
"figure grown",0,0,0,0,0,1,0,0,0
"figure workarounds",0,0,0,0,1,0,0,0,0
"figured food",0,0,0,0,0,1,0,0,0
"file sharing",0,0,0,1,0,0,0,0,0
"files imported",0,0,0,1,0,0,0,0,0
"files including",1,0,0,0,0,0,0,0,0
"files music",0,0,0,1,0,0,0,0,0
"files photo",0,0,0,1,0,0,0,0,0
"files safe",0,0,0,1,0,0,0,0,0
"files vocabulary",0,0,0,1,0,0,0,0,0
"fill fantasies",0,0,0,0,0,0,0,0,1
"fill gap",0,0,0,0,0,0,0,0,1
"fill screen",0,0,0,1,0,0,0,0,0
"fill space",0,0,0,0,1,0,0,0,0
"filled disbelief",0,0,0,0,0,0,0,0,1
"filled enormous",0,0,0,0,0,0,0,0,1
"finally ability",0,0,0,0,0,0,0,0,1
"finally advice",0,0,0,0,0,1,0,0,0
"finally found",0,0,0,0,0,1,0,0,0
"finally progressive",0,1,0,0,0,0,0,0,0
"finally release",0,0,0,0,0,0,0,0,1
"finally talk",0,0,0,0,1,0,0,0,0
"findings article",0,0,0,0,0,0,0,0,1
"fine field",0,0,0,0,1,0,0,0,0
"fine motor",1,1,0,0,0,1,0,0,0
"finger acapela",0,0,0,0,1,0,0,0,0
"finish bring",0,0,0,0,0,0,0,1,0
"fit inexpensive",0,0,0,0,1,0,0,0,0
"fit referred",0,0,0,0,1,0,0,0,0
"fits category",0,0,0,1,0,0,0,0,0
"fits personality",0,0,0,1,0,0,0,0,0
"fitting social",0,0,0,0,0,0,0,0,1
"fitzgerald goosen",1,0,0,0,0,0,0,0,0
"fix glitches",0,0,0,0,0,0,0,1,0
"fix pronunciation",0,0,0,0,0,0,0,0,1
"fixed easier",0,0,0,0,1,0,0,0,0
"flat hierarchy",0,0,0,0,1,0,0,0,0
"fleeting moment",0,0,0,0,0,0,0,0,1
"flexible accessible",0,0,1,0,0,0,0,0,0
"flexible fee",0,0,1,0,0,0,0,0,0
"flexible quick",0,0,1,0,0,0,0,0,0
"flipping facilitator's",0,0,0,0,1,0,0,0,0
"flooded worthless",0,0,0,0,0,0,0,0,1
"floor taught",0,0,0,0,0,0,0,0,1
"flow conversation",0,0,0,0,0,0,1,0,0
"fly learn",0,1,0,0,0,0,0,0,0
"fog emotions",0,0,0,0,0,0,0,0,1
"folders helped",0,0,0,0,0,1,0,0,0
"follow love",0,0,0,0,1,0,0,0,0
"followers friends",0,0,0,0,0,0,0,0,1
"fonts copied",0,0,0,1,0,0,0,0,0
"food beverage",0,0,0,0,0,1,0,0,0
"food choices",0,0,0,0,0,1,0,0,0
"food home",0,0,0,0,0,0,0,1,0
"food lots",0,0,0,0,0,0,0,1,0
"foods dining",0,0,0,0,1,0,0,0,0
"foods people",0,0,0,0,0,1,0,0,0
"forced recreate",0,0,0,0,0,0,1,0,0
"forced speak",0,0,0,0,0,1,0,0,0
"forgiving spellings",0,0,0,0,0,0,0,0,1
"form personal",0,0,0,0,1,0,0,0,0
"form responses",0,0,0,0,0,0,0,0,1
"forms augmentative",0,0,0,0,0,0,0,0,1
"forms technology",0,0,0,0,0,0,0,0,1
"forms voice",0,0,0,0,0,0,0,0,1
"fortunate training",0,0,0,0,0,0,0,0,1
"forward couple",0,0,0,0,1,0,0,0,0
"forward pleasant",0,0,0,0,0,0,0,0,1
"foster maintain",0,0,0,0,0,0,0,0,1
"found authentic",0,0,0,0,0,1,0,0,0
"found delete",0,0,0,0,1,0,0,0,0
"found easy",0,0,0,0,2,0,0,0,0
"found excellent",0,0,0,0,1,0,0,0,0
"found helped",0,0,0,0,0,0,0,0,1
"found helpful",0,0,0,0,0,1,0,0,0
"found impossible",0,0,0,0,0,0,0,0,1
"found liking",0,0,0,0,1,0,0,0,0
"founded russ",0,0,1,0,0,0,0,0,0
"framework beauty",0,0,0,0,1,0,0,0,0
"free 30",0,0,0,0,1,0,0,0,0
"free text",1,0,0,0,0,0,0,0,0
"free version",0,0,0,0,2,0,0,0,0
"freedom communicate",0,0,0,0,0,1,0,0,0
"freedom giver",0,0,0,0,0,1,0,0,0
"freedoms individual",0,0,0,0,0,0,0,0,1
"freely communicate",0,0,0,0,0,1,0,0,0
"freezes blank",0,0,0,0,0,0,0,1,0
"french chinese",1,0,0,0,0,0,0,0,0
"french dutch",0,1,0,0,0,0,0,0,0
"frequently losing",0,0,0,0,0,1,0,0,0
"frequently talk",0,0,0,0,0,1,0,0,0
"friend brother",0,0,0,0,0,0,0,0,1
"friend love",0,0,0,0,0,0,0,0,1
"friend’s profile",0,0,0,0,0,0,0,0,1
"friendly customize",0,0,0,0,1,0,0,0,0
"friendly developers",1,0,0,0,0,0,0,0,0
"friends add",0,0,0,0,1,0,0,0,0
"friends bad",0,0,0,0,0,0,0,0,1
"friends children",0,0,0,0,0,0,1,0,0
"friends class",0,0,0,0,1,0,0,0,0
"friends comment",0,0,0,0,0,0,0,0,1
"friends discord",0,0,0,0,0,1,0,0,0
"friends drifted",0,0,0,0,0,0,0,0,1
"friends family",0,0,0,0,0,0,0,0,4
"friends incentivizes",0,0,0,0,0,0,0,0,1
"friends main",0,0,0,0,0,0,1,0,0
"friends peers",0,0,0,0,0,0,0,0,1
"friends vital",0,0,0,0,0,0,0,0,1
"friendships wide",0,0,0,0,0,0,0,0,1
"frightening child",0,0,0,0,0,0,0,0,1
"fringe vocabulary",0,0,0,0,0,0,0,0,1
"fringe word",0,1,0,0,0,0,0,0,0
"front tv",0,0,0,0,0,0,0,0,1
"frowned substitute",0,0,0,0,0,0,0,0,1
"frustrated understand",0,0,0,0,0,1,0,0,0
"frustrating disappointed",0,0,0,0,0,0,0,1,0
"frustrating times",0,0,0,0,0,0,0,0,1
"frustration assisting",0,0,0,0,0,0,0,1,0
"frustration isolation",0,0,0,0,0,0,0,0,1
"frustration playing",0,0,0,0,0,1,0,0,0
"fun 50",0,0,1,0,0,0,0,0,0
"fun june",0,0,0,0,1,0,0,0,0
"function grammar",1,0,0,0,0,0,0,0,0
"function stopped",0,0,0,0,0,0,0,1,1
"functional communication",0,0,0,0,0,0,1,0,1
"functional lack",0,0,0,0,0,0,0,0,1
"functions answering",0,0,0,0,0,0,0,0,1
"future free",0,0,0,0,1,0,0,0,0
"future life",0,0,0,0,0,1,0,0,0
"galore hierarchy",0,0,0,0,1,0,0,0,0
"gap communicating",0,0,0,0,0,0,1,0,0
"gap people",0,0,0,0,0,0,0,0,1
"gap reported",0,0,0,0,0,0,0,0,1
"garage mentality",0,0,1,0,0,0,0,0,0
"garage origin",0,0,1,0,0,0,0,0,0
"gaze systems",0,0,0,0,1,0,0,0,0
"gaze touch",0,0,0,0,1,0,0,0,0
"generate complete",1,0,0,0,0,0,0,0,0
"generate message",0,0,0,1,0,0,0,0,0
"generated copied",0,0,0,1,0,0,0,0,0
"generated pages",0,0,0,1,0,0,0,0,0
"geo context",1,0,0,0,0,0,0,0,0
"geo location",1,0,0,0,0,0,0,0,0
"gestures navigate",0,0,0,1,0,0,0,0,0
"ghost faded",0,0,0,0,0,0,0,0,1
"gigantic space",0,0,0,0,0,0,0,0,1
"girlfriend decided",0,0,0,0,0,1,0,0,0
"giver multi",0,0,0,0,0,1,0,0,0
"giving dad",0,0,0,0,1,0,0,0,0
"giving degree",0,0,0,0,0,1,0,0,0
"giving verbally",0,0,1,0,0,0,0,0,0
"giving voice",0,0,1,0,1,0,0,0,0
"glad sons",0,0,0,0,0,1,0,0,0
"glitches 1",0,0,0,0,0,0,1,0,0
"glitches update",0,0,0,0,0,0,0,1,0
"global citizens",0,0,0,0,0,0,0,0,1
"global search",1,0,0,0,0,0,0,0,0
"goal quick",0,0,1,0,0,0,0,0,0
"goal social",0,0,0,0,0,0,0,0,1
"goals schedules",0,0,0,0,1,0,0,0,0
"gold standard",0,1,0,0,0,0,0,0,0
